,TF,target,importance
16,Cdc5l,Chrna4,4.123582206790804
33,Egr1,Synm,4.123242143111835
53,Gsx1,Tulp3,4.122514494527789
136,Sox6,Bptf,4.122464914726437
160,Zbtb16,Ptpre,4.119801976132746
203,Zfp930,Idua,4.11715516180948
136,Sox6,Clip1,4.114395613291892
172,Zfp292,Marcks,4.111406314799764
183,Zfp551,Epb41l2,4.110769615843303
72,Klf9,Susd5,4.110761144161457
86,Mycl,Xaf1,4.110531412813117
104,Nr4a1,Tub,4.110338354414314
175,Zfp318,Nfkbia,4.106823587390927
154,Tsc22d1,Ddc,4.1064054114387565
157,Tub,Nptx1,4.105697542883721
104,Nr4a1,Tspan6,4.104632293148139
71,Klf6,Sema6a,4.104630784562736
43,Fos,Man1a2,4.104335953633791
44,Fosb,Arpc1b,4.103708800338714
70,Klf4,Gadd45g,4.1031880316636595
136,Sox6,Cep57,4.102868543795362
89,Myt1l,Ermn,4.100509394320135
180,Zfp449,Nktr,4.099621994699765
150,Thrb,G0s2,4.0976049131682375
172,Zfp292,Taok3,4.096430338450239
149,Tef,Pde4d,4.095893198286558
16,Cdc5l,March1,4.095646460734292
127,Setdb2,Myo10,4.094800370567081
99,Nr1d2,Nktr,4.094527499420933
72,Klf9,Morn3,4.0940743005338165
96,Npas3,Galnt3,4.092263082942829
43,Fos,Hrasls,4.0920633043025
9,Atf3,Plin3,4.09163462566731
154,Tsc22d1,Gadd45g,4.091518150408715
158,Tulp3,Slc38a2,4.091283444691602
44,Fosb,Susd4,4.09036868737204
96,Npas3,Fabp7,4.08981043181482
172,Zfp292,Tacc3,4.0896645145867785
53,Gsx1,Gpr37l1,4.0887419860655685
20,Creb1,A930004D18Rik,4.087995217811687
62,Ikzf2,Spef2,4.086554067588908
126,Setdb1,Sh3kbp1,4.084891815777731
175,Zfp318,Gm42644,4.082106288334397
111,Pou3f2,Lrrc42,4.0820867420998
71,Klf6,Myt1l,4.08007057480369
156,Ttf1,Plin4,4.079615573144378
67,Jun,Plcb1,4.077935975256936
157,Tub,Enc1,4.077007802865704
43,Fos,Kcna2,4.076542612232627
98,Nr1d1,S100a6,4.075874094513192
71,Klf6,Mex3b,4.074628487465376
21,Csrnp3,Anln,4.074336630559375
16,Cdc5l,Smc1a,4.073859539965712
156,Ttf1,Ankrd12,4.072300306957928
33,Egr1,Tef,4.069734101296067
104,Nr4a1,Lhfpl3,4.067609792200589
66,Irx1,Abtb2,4.06663043735961
78,Mbd4,Gpr17,4.066323572995512
213,Zfx,Ina,4.064800975224704
44,Fosb,Klf9,4.064765898065405
94,Nkx2-2,Nolc1,4.063211479168615
70,Klf4,H1f0,4.063024400319618
162,Zbtb4,Neat1,4.062517226498112
203,Zfp930,Kcnab1,4.06138695700042
77,Mafb,Plat,4.061344272641833
20,Creb1,Golgb1,4.059443274821839
77,Mafb,Gm17807,4.0561781156691294
127,Setdb2,Helz2,4.054353822187195
62,Ikzf2,Camsap2,4.054113502934985
126,Setdb1,Neat1,4.053475888537546
156,Ttf1,Hspa5,4.052158621496901
85,Mybl1,Gm37645,4.050788583089469
27,Ddit3,BC005561,4.0491001676210825
67,Jun,Kmt2a,4.046624985208911
154,Tsc22d1,Fsd1l,4.046211746600001
21,Csrnp3,Rian,4.046156420544227
71,Klf6,Fam161a,4.045837838852745
94,Nkx2-2,Bptf,4.045756012774482
203,Zfp930,Tuba1a,4.0453944999424065
156,Ttf1,Chn2,4.045345447759175
149,Tef,Celf4,4.045293917709062
98,Nr1d1,Ralgps2,4.044158736559829
96,Npas3,Gng12,4.040610319879312
94,Nkx2-2,Gm26660,4.040517963181365
179,Zfp449,Tulp3,4.039806105799518
98,Nr1d1,Gadd45g,4.039098167966998
156,Ttf1,Arap2,4.038149266729515
71,Klf6,Marcks,4.036168336562077
43,Fos,Sparc,4.035245590421318
149,Tef,Ina,4.034183872931737
71,Klf6,Gm26827,4.033745082394981
157,Tub,Mex3b,4.033324289863497
156,Ttf1,Tnfrsf13c,4.032608993658504
62,Ikzf2,Gm27217,4.031498890955128
89,Myt1l,Fam3c,4.028756129535979
33,Egr1,Ralyl,4.028353654840484
157,Tub,Gm43322,4.027065633556468
33,Egr1,Rnf128,4.02700994221429
96,Npas3,Hspa1a,4.026262505485848
127,Setdb2,Acsl3,4.026232759562939
109,Pknox2,Ppfibp1,4.0247288898141385
68,Junb,Phyhipl,4.023477717630329
156,Tub,Ikzf2,4.022236994091584
160,Zbtb16,Ccdc88a,4.019255835315376
78,Mbd4,Sh3bp4,4.018979485978207
68,Junb,Celf4,4.018862063444983
33,Egr1,Susd4,4.014324618931435
172,Zfp292,Pcnt,4.01414943614277
160,Zbtb16,S100a13,4.014015715862896
160,Zbtb16,Specc1,4.013549169714728
94,Nkx2-2,Nfkbia,4.013100749026502
26,Dbp,Tubb4b,4.012930517396606
68,Junb,H2-D1,4.01282740795202
162,Zbtb4,Ston1,4.009401544550703
213,Zfx,Opalin,4.00929124709368
20,Creb1,Fbn2,4.009126529760907
98,Nr1d1,Ptpre,4.008513153694781
27,Ddit3,Gm15440,4.0050219074503355
16,Cdc5l,Hebp2,4.00217497509393
16,Cdc5l,Xaf1,4.001254124554524
71,Klf6,Arc,3.9995157746196517
160,Zbtb16,Synm,3.99819340985003
86,Mycl,Arhgef6,3.998142761127758
95,Npas3,Klf9,3.9979978646404914
13,Bcl6,Sgk1,3.9978937092753863
89,Myt1l,Rnf128,3.997702106284373
157,Tub,C1ql3,3.9973621898702505
86,Mycl,Gm26672,3.9964919203378266
94,Nkx2-2,Cadm1,3.9953780882453476
157,Tub,Tubb4b,3.9952540196799506
44,Fosb,Nkx2-2,3.9945552806095805
26,Dbp,Ttc3,3.9945527443085482
21,Csrnp3,Slc38a2,3.994477048848967
156,Ttf1,Gm38039,3.994360961445864
160,Zbtb16,Esf1,3.993988240943454
149,Tef,Upf3b,3.992861465621547
71,Klf6,Btg2,3.9925292006343374
213,Zfx,Gm15440,3.991143261088678
104,Nr4a1,Gng12,3.9896276403301503
53,Gsx1,Mex3b,3.98891360712979
16,Cdc5l,Kifc5b,3.9877015219424425
68,Junb,Arpc1b,3.9876047665270145
27,Ddit3,Rbbp6,3.9872027199132294
77,Mafb,Vgf,3.9864985876250385
67,Jun,Fam174b,3.9864520415466336
44,Fosb,S100a6,3.9858536363132084
109,Pknox2,Midn,3.9832025697481726
28,Dlx1,Bptf,3.981037130409835
150,Thrb,Nat8l,3.980889673019906
72,Klf9,Eps8,3.980730914719314
96,Npas3,Gria3,3.980506818026111
67,Jun,Galnt7,3.9803739954103987
67,Jun,Mex3b,3.9802667439103687
33,Egr1,Sulf2,3.980222027572226
16,Cdc5l,Phyhipl,3.979356898292456
149,Tef,Susd5,3.97786339549162
154,Tsc22d1,Galnt13,3.977019745361568
175,Zfp318,Fsd1l,3.9745404046661434
96,Npas3,Dlgap1,3.9741983670997247
160,Zbtb16,Marcks,3.9734334583377517
67,Jun,G0s2,3.9729830989222186
43,Fos,Bsg,3.9712221129996332
104,Nr4a1,Cers4,3.971213845763369
203,Zfp930,Neat1,3.9705057361072313
67,Jun,Mycl,3.9697383638179904
20,Creb1,9530059O14Rik,3.967526009350286
104,Nr4a1,Brinp2,3.9652928045036533
99,Nr1d2,Golgb1,3.9649052061171517
96,Npas3,Sdccag8,3.96490339071953
67,Jun,Upf3b,3.9639656910403
33,Egr1,Col9a3,3.963474852748879
157,Tub,Hspa1b,3.962014213254148
27,Ddit3,Lrrc42,3.961943582752935
94,Nkx2-2,Plin3,3.961671737657434
33,Egr1,Plpp3,3.9613172634089677
27,Ddit3,Lmo1,3.961158636205117
172,Zfp292,Hsph1,3.9606196953254917
98,Nr1d1,Lsamp,3.9596887534776863
68,Junb,Gng12,3.9533206299728882
99,Nr1d2,Hebp2,3.9528498591020385
71,Klf6,Pcdhb21,3.9523358579510557
78,Mbd4,Tdo2,3.9521998624758927
172,Zfp292,Phactr3,3.951290617792746
21,Csrnp3,Klf9,3.950773896533433
149,Tef,Golgb1,3.95056663483903
157,Tub,Per2,3.9505433648628614
66,Irx1,Epb41l2,3.94702117548902
156,Ttf1,Fam46a,3.9468093081051343
96,Npas3,Kcnj16,3.9460799780482225
16,Cdc5l,Dlx1,3.945893715061941
111,Pou3f2,Sowaha,3.9441470260199383
62,Ikzf2,Hspa1a,3.940502499754003
99,Nr1d2,Plpp3,3.9378590505206255
94,Nkx2-2,Sepp1,3.9374125417597976
149,Tef,Prkdc,3.937278646774248
156,Ttf1,Tubb4b,3.9369376854022113
157,Tub,Gm7434,3.9366297214246844
172,Zfp292,Ngfrap1,3.9350406590177855
104,Nr4a1,Trim56,3.9349726299198875
89,Myt1l,Golgb1,3.934874782741641
99,Nr1d2,Npm2,3.9342098127672247
72,Klf9,Trio,3.9333540429462106
16,Cdc5l,Meg3,3.932008494990767
28,Dlx1,Cldn5,3.92573923997804
109,Pknox2,Cd3eap,3.9245023903855576
136,Sox6,Celf4,3.9237288762489175
20,Creb1,Hmgn5,3.922050887606925
136,Sox6,Ankrd26,3.919389252365779
183,Zfp551,Hexdc,3.919200493168452
94,Nkx2-2,Scg2,3.918402221034638
43,Fos,Ifi27l2a,3.917341614435134
43,Fos,Capn9,3.915568687294266
149,Tef,Ophn1,3.9154039618234653
89,Myt1l,Timp4,3.913251796483241
71,Klf6,Dlgap1,3.911055326307588
99,Nr1d2,Sulf2,3.908675034456338
154,Tsc22d1,Rinl,3.907382494161339
27,Ddit3,Fabp7,3.9067907814508698
68,Junb,Fam13c,3.9059715006557187
98,Nr1d1,Nespas,3.905899568387682
89,Myt1l,Ccnd1,3.9054831516253845
111,Pou3f2,Nolc1,3.9052347064454174
68,Junb,Rab33a,3.9027010835539433
33,Egr1,Gng12,3.9021838930356076
67,Jun,Gria3,3.9016701187461145
157,Tub,5730559C18Rik,3.9005997489527915
127,Setdb2,Slco1c1,3.899722157075628
149,Tef,Wfdc18,3.8993048287818253
96,Npas3,Ralyl,3.898471587065555
162,Zbtb4,Fut9,3.8982557450316957
94,Nkx2-2,Gm11229,3.8981022937996364
127,Setdb2,Sbno1,3.8965698407521567
13,Bcl6,C920006O11Rik,3.895520977448206
44,Fosb,Pln,3.8942873592535725
126,Setdb1,Anxa9,3.891507727989283
96,Npas3,Abtb2,3.8889860025396743
67,Jun,Nrcam,3.8879635169378157
158,Tulp3,Elfn1,3.8860684540070984
162,Zbtb4,Hmgcs1,3.8854805225371347
154,Tsc22d1,Slc38a2,3.8853844639350235
16,Cdc5l,Rinl,3.8849605400748395
136,Sox6,Spry1,3.884028951100185
26,Dbp,Plin4,3.8831420415940703
175,Zfp318,Gng12,3.8811363314791767
70,Klf4,Tppp3,3.8809485905936825
20,Creb1,Acsl3,3.879393605924361
77,Mafb,Akap7,3.879092440233018
33,Egr1,Gria2,3.877542132013544
94,Nkx2-2,Specc1,3.8774816239379812
213,Zfx,Lrrtm2,3.8755571858218523
99,Nr1d2,Hrasls,3.8742683600077847
94,Nkx2-2,Hrasls,3.874262930060798
215,Zkscan14,1700093K21Rik,3.872375904339719
68,Junb,Ccdc88b,3.871834601121398
16,Cdc5l,Ephb1,3.871793228928447
53,Gsx1,Cep295,3.869749083209855
33,Egr1,Rnf20,3.8679593956133567
160,Zbtb16,Lcp2,3.86494648834678
85,Mybl1,Utp14b,3.8634453193578078
26,Dbp,Rgs2,3.862639252537166
98,Nr1d1,Setdb1,3.8618582670978263
203,Zfp930,Gxylt1,3.860280311257482
70,Klf4,RP23-459B8.2,3.858277336734571
172,Zfp292,Sgk1,3.8579611779564393
20,Creb1,Rnf128,3.857890705440881
109,Pknox2,Dynll2,3.8572486000902
94,Nkx2-2,Ddc,3.855598018378052
20,Creb1,Tpr,3.854203140308468
197,Zfp867,Nat14,3.854065216412223
149,Tef,Taf2,3.8463954782804115
16,Cdc5l,Dynll2,3.8450782857943357
62,Ikzf2,Gper1,3.845060483434129
99,Nr1d2,Hsp90ab1,3.844343097692738
43,Fos,Pmp22,3.8440394981605746
96,Npas3,Hebp2,3.843645998328619
16,Cdc5l,Nrcam,3.8432414060667752
27,Ddit3,B3galt5,3.843223858434675
175,Zfp318,Htra1,3.8425698691176673
71,Klf6,Plat,3.8419677624634017
16,Cdc5l,Midn,3.840934422907463
16,Cdc5l,Man1a2,3.840589509329387
72,Klf9,Tmem217,3.839471203857097
203,Zfp930,Ankrd12,3.8387389864684103
78,Mbd4,Acer2,3.8365089777654107
96,Npas3,Pcdhb21,3.8359132542022762
26,Dbp,Itsn1,3.835521182768005
70,Klf4,Opalin,3.835296686705924
175,Zfp318,Mt1,3.8327127672994794
20,Creb1,Gm15937,3.831835169600252
127,Setdb2,Plcb1,3.831564992156945
77,Mafb,Gad1,3.8298725722444122
197,Zfp867,Zc3h6,3.8291856160495614
27,Ddit3,Ccdc88a,3.829168400394894
149,Tef,Cep162,3.8290938757046553
153,Tsc22d1,Tef,3.827359724830248
26,Dbp,Gm26910,3.826538076380969
62,Ikzf2,Zbtb4,3.826526673861514
85,Mybl1,Hsp90ab1,3.8261362513291064
153,Tsc22d1,Mafb,3.824886470942435
66,Irx1,Lsamp,3.824522432445049
72,Klf9,Dlgap1,3.8243980749488364
27,Ddit3,G0s2,3.8232214240138203
156,Ttf1,Ptprb,3.822911500611056
127,Setdb2,Timp4,3.8214786256334583
33,Egr1,Adamts1,3.821336869634323
86,Mycl,Map7d2,3.818906382973942
68,Junb,Ston1,3.8187929885969805
150,Thrb,Aldoc,3.8175879001387316
43,Fos,Aprt,3.8174089874266457
149,Tef,Socs1,3.8148314113970336
70,Klf4,Hspa5,3.814721539587871
172,Zfp292,Usp18,3.8133734042394187
72,Klf9,S100a1,3.8129807710381884
71,Klf6,Aprt,3.8119654244754897
68,Junb,Tub,3.810585781259613
154,Tsc22d1,Rian,3.810118316195804
71,Klf6,Bsg,3.807794492862703
44,Fosb,Gm15440,3.8074440977028776
67,Jun,Nfkbia,3.8073240195627367
96,Npas3,Dynll1,3.8057495319101196
43,Fos,Gm11229,3.8053690847107315
154,Tsc22d1,Tubb4b,3.803843674885071
213,Zfx,Gm8964,3.8030379180934935
175,Zfp318,Arhgef6,3.800086085365361
27,Ddit3,Phactr3,3.798470434058673
67,Jun,Bptf,3.7978429484933316
44,Fosb,Rgs2,3.7975994260565287
44,Fosb,Gm9812,3.796846468272753
27,Ddit3,H1f0,3.796815716441549
13,Bcl6,Neat1,3.7967720605679895
96,Npas3,Plat,3.793261063235632
86,Mycl,Tank,3.793021458876183
20,Creb1,Trio,3.7928872073672655
44,Fosb,Spef2,3.7926204139704502
67,Jun,Zfp449,3.7909190591054647
203,Zfp930,B230206H07Rik,3.7905606660770976
96,Npas3,Ccnd1,3.7899250044292354
67,Jun,Mlip,3.789276506464017
136,Sox6,Bsg,3.7890426498275294
158,Tulp3,Anln,3.7883467138396836
149,Tef,Gm38039,3.7862515501193075
162,Zbtb4,Synm,3.7852387161518326
86,Mycl,Nfkbia,3.779991501923595
95,Npas3,Nkx2-2,3.7772831390848376
136,Sox6,Brinp2,3.777237095116667
94,Nkx2-2,Akap9,3.776391322603363
156,Ttf1,Ophn1,3.7763533197940418
158,Tulp3,S1pr3,3.776342288103744
150,Thrb,Lrrc42,3.7756328368886716
162,Zbtb4,Tnfaip6,3.7745659926144586
71,Klf6,Tppp3,3.774038004447712
66,Irx1,Brinp1,3.774008361083875
104,Nr4a1,Utp14b,3.7732214429156534
72,Klf9,Slc40a1,3.771561040820977
96,Npas3,Crls1,3.769234869873013
26,Dbp,Aldoc,3.768914329948535
77,Mafb,Gm11229,3.7676700821413047
72,Klf9,S1pr3,3.7669826708469225
43,Fos,Rbm28,3.7662067470643428
94,Nkx2-2,Bod1l,3.7655675030585156
156,Ttf1,Sulf2,3.7646289814786726
53,Gsx1,Kifc5b,3.7644690517488177
27,Ddit3,Ncald,3.7637633941352098
154,Tsc22d1,Synm,3.763616451069759
9,Atf3,Gm37969,3.762137933127755
21,Csrnp3,Nfkbia,3.759965665774117
172,Zfp292,Gas8,3.7599580537483357
72,Klf9,Zfp449,3.759517356750095
72,Klf9,Lat2,3.757451480344689
71,Klf6,Pole,3.7551635188935895
175,Zfp318,Tubb2a,3.7541761856486486
94,Nkx2-2,Usp18,3.7541255753714178
20,Creb1,Slc2a5,3.752785092488022
197,Zfp867,Xaf1,3.749926997689947
154,Tsc22d1,Vim,3.7491729571500585
98,Nr1d1,Gm18432,3.7488106783161586
98,Nr1d1,Traf4,3.748747512277259
98,Nr1d1,Tsc22d1,3.748150483750203
180,Zfp449,Opalin,3.746156614852285
44,Fosb,Gm44855,3.7453301627856015
157,Tub,Nolc1,3.745311343606297
77,Mafb,Man1a2,3.745251980975152
183,Zfp551,Vamp5,3.7439109813768954
13,Bcl6,Taok3,3.743681653629025
89,Myt1l,Fabp7,3.7430395055405135
109,Pknox2,Tha1,3.741888864548177
71,Klf6,Tnfaip6,3.738506016503474
71,Klf6,Gm42644,3.7370923812770687
21,Csrnp3,Gng12,3.7352429398411138
13,Bcl6,Vgf,3.735089114450232
154,Tsc22d1,Arrb1,3.734031836486058
43,Fos,Hspb1,3.7338402739003076
43,Fos,Matn4,3.7333218876567855
89,Myt1l,Atp1a2,3.732788730705262
155,Ttf1,Bcl6,3.73132117408648
43,Fos,Syt16,3.7311038743015486
197,Zfp867,Syt1,3.7304315655335207
154,Tsc22d1,Irak2,3.729411877090748
43,Fos,Smc3,3.7284431733614096
28,Dlx1,Man1a2,3.7279992676706684
98,Nr1d1,Susd4,3.725219032003414
94,Nkx2-2,Gm15440,3.724628862300899
136,Sox6,Nat8l,3.7233570466997143
43,Fos,Zfp551,3.7230425684547193
94,Nkx2-2,Opalin,3.7229460854776244
70,Klf4,Galnt7,3.722853080696338
9,Atf3,Ltc4s,3.7204305162718643
104,Nr4a1,BC005561,3.7201619023569195
43,Fos,Tns3,3.719780013285342
62,Ikzf2,Susd5,3.7197518722653036
16,Cdc5l,Plpp3,3.7195418552223143
172,Zfp292,Rpl17-ps1,3.718395965902658
96,Npas3,Ncald,3.717469204541967
43,Fos,Arap2,3.7167261031663954
61,Ikzf2,Dbp,3.715168676426525
67,Jun,Pknox2,3.7150302893836304
154,Tsc22d1,Gm37965,3.714318486550288
67,Jun,Setdb2,3.7113208769824184
172,Zfp292,Rnf20,3.711134955257932
66,Irx1,3110035E14Rik,3.7101649583070953
70,Klf4,Vgf,3.7091982468051112
86,Mycl,Etnppl,3.709179241888115
53,Gsx1,Ina,3.7085271642786144
68,Junb,Plin3,3.7082472409346083
172,Zfp292,Gm15937,3.706533736548718
158,Tulp3,Hspa1b,3.7061977089587037
20,Creb1,Zbtb16,3.7056539471730234
172,Zfp292,Lsg1,3.704360923338735
150,Thrb,Sowahc,3.703520858424532
71,Klf6,Phxr4,3.699723378885885
149,Thrb,Setdb2,3.699245524131081
98,Nr1d1,Sgk1,3.6984944784136924
96,Npas3,Acsl3,3.6970755127819914
98,Nr1d1,Dynll2,3.694373692589063
72,Klf9,Ltc4s,3.694055861971445
104,Nr4a1,Cadm1,3.693592968351992
213,Zfx,Tacc3,3.693121195768221
175,Zfp318,Fam3c,3.6917107529761446
136,Sox6,Gng12,3.6915201833375093
33,Egr1,Tmod2,3.6885223438511523
172,Zfp292,Spock3,3.688394938266726
68,Junb,Fam46a,3.6874911662219
154,Tsc22d1,Fbn2,3.686862390638493
13,Bcl6,Tuba1a,3.686228495622444
127,Setdb2,Utp14b,3.684889312753684
162,Zbtb4,Hmmr,3.6847488470514707
98,Nr1d1,Ncald,3.683842607479038
33,Egr1,Golga4,3.6812285961133653
71,Klf6,Eif2b1,3.6810300129761537
149,Tef,Gm12530,3.678712884662854
67,Jun,Ephb1,3.6784883993116364
9,Atf3,Pcdhb13,3.6779844626458855
180,Zfp449,Sh3kbp1,3.6764021190874234
97,Nr1d1,Mycl,3.675609968983274
104,Nr4a1,Tubb4b,3.6738552979229877
27,Ddit3,Midn,3.6734614900277065
62,Ikzf2,Vstm4,3.6730693007829
21,Csrnp3,B3galt5,3.6726168356556075
16,Cdc5l,Gm38039,3.6717448297819235
203,Zfp930,Mphosph10,3.669886272804686
172,Zfp292,Opalin,3.667473658713891
104,Nr4a1,Akap13,3.666198426168109
94,Nkx2-2,Ubc,3.6658418609746763
96,Npas3,Ccdc73,3.6645022248470673
67,Jun,Adamts1,3.661122208186848
67,Jun,Kcnk13,3.6602076813546094
99,Nr1d2,Hsp90aa1,3.659812604828342
127,Setdb2,Marcks,3.6596874835710222
98,Nr1d1,Ythdc1,3.6586164159347296
20,Creb1,Opalin,3.656745861604762
53,Gsx1,Ncald,3.6554137625297547
94,Nkx2-2,Ago1,3.654747076743772
109,Pknox2,Traf4,3.6544697798275836
33,Egr1,Nktr,3.65277551751915
43,Fos,Plpp3,3.65230315736315
78,Mbd4,Col9a3,3.6519841789298844
68,Junb,Fbn2,3.6502824949344737
27,Ddit3,Lhfpl3,3.6500620580060756
103,Nr4a1,Ddit3,3.648830738681642
96,Npas3,Nrcam,3.6475078126409266
104,Nr4a1,Col11a1,3.6462743004898037
77,Mafb,Ago1,3.645808821709772
160,Zbtb16,Soga3,3.6452515847171614
94,Nkx2-2,Pde4d,3.645099150231602
67,Jun,Ophn1,3.64004888499698
43,Fos,Ppfibp1,3.6396235323768416
21,Csrnp3,Dynll1,3.6386961911533615
71,Klf6,Ddc,3.6370654361186903
86,Mycl,Gm25411,3.6362308563332895
89,Myt1l,Abtb2,3.63436205454569
158,Tulp3,Rps12,3.632126379288867
104,Nr4a1,Mt2,3.62969792901101
44,Fosb,Gm8524,3.629276685610166
111,Pou3f2,Ophn1,3.6281006384082817
16,Cdc5l,Chd3,3.625561853456854
175,Zfp318,Ina,3.624921095601053
89,Myt1l,Gm44679,3.62472633299121
16,Cdc5l,Mt1,3.6246294234767924
72,Klf9,Gm38039,3.6241588145549173
44,Fosb,Prkcdbp,3.622509248224148
89,Myt1l,Tpr,3.621647123755119
154,Tsc22d1,Gm26827,3.6211725326282895
67,Jun,Rgcc,3.6193120656404103
72,Klf9,G0s2,3.617544872267709
154,Tsc22d1,Rbm28,3.6174763482214334
68,Junb,Acsl3,3.6172251879144253
213,Zfx,Tmem141,3.615503701464889
43,Fos,Meg3,3.6149483737546224
175,Zfp318,Brinp2,3.6141204666666744
180,Zfp449,Brinp1,3.6124153021529257
156,Ttf1,Igsf8,3.6119907552815302
172,Zfp292,Ifitm7,3.6119680022530862
162,Zbtb4,Slc38a2,3.6113866912591845
9,Atf3,RP23-226C6.3,3.609657100009822
136,Sox6,Fam81a,3.6094123187308496
89,Myt1l,S100a13,3.6093502890485234
72,Klf9,Rinl,3.609131348197224
16,Cdc5l,Sepp1,3.607209352720252
197,Zfp867,Fdx1,3.6046945873227076
68,Junb,Plcb1,3.6044874886028198
156,Ttf1,Smyd5,3.604362395854895
68,Junb,Ppfibp1,3.6039100613582535
27,Ddit3,Fam3c,3.6020616277234296
162,Zbtb4,Tns3,3.600671781880099
67,Jun,Basp1,3.600276807100296
157,Tub,Brinp2,3.600268153118325
9,Atf3,Nipsnap1,3.598833886500356
109,Pknox2,Gm38039,3.597875269197096
154,Tsc22d1,Tuba1a,3.597606233416906
172,Zfp292,Gria3,3.596554738019223
53,Gsx1,Tubb2a,3.5957685149168794
16,Cdc5l,Ddc,3.5938269318369667
67,Jun,Hebp2,3.5937545413828063
27,Ddit3,Gm38039,3.5924198753230434
175,Zfp318,Fbn2,3.5919767906387414
72,Klf9,Cnot4,3.589577173436713
175,Zfp318,Tppp3,3.5882158045853325
213,Zfx,C1ql3,3.5874111860502533
28,Dlx1,Fbxw23,3.5848624399226785
149,Tef,Fam3c,3.5839460773040503
159,Zbtb16,Csrnp3,3.583629039404402
183,Zfp551,Cnpy4,3.583502452034219
136,Sox6,Ubc,3.58318673254194
21,Csrnp3,Plin4,3.582397351618151
94,Nkx2-2,H2-K1,3.581360692127427
104,Nr4a1,Vav2,3.5811877580425358
78,Mbd4,Hspa1b,3.5795701279099994
72,Klf9,5730559C18Rik,3.578316237713099
67,Jun,Mpzl1,3.5769160905466957
157,Tub,Gm37969,3.576602767944243
28,Dlx1,S100a1,3.5749334050804613
16,Cdc5l,Rgcc,3.573185223148615
213,Zfx,Ccdc112,3.5707748781451243
86,Mycl,Cep19,3.570471475494885
213,Zfx,Spock3,3.5702883020884246
175,Zfp318,S100a1,3.5696581275723984
98,Nr1d2,Mycl,3.568308499251105
103,Nr4a1,Klf6,3.562833603362888
203,Zfp930,Abtb2,3.561535088074093
72,Klf9,Tsc22d1,3.5613777335224035
77,Mafb,Midn,3.560989331237566
13,Bcl6,Mafb,3.560317722320843
109,Pknox2,Susd5,3.5601113419737205
86,Mycl,A930004D18Rik,3.5597206504458705
27,Ddit3,Glul,3.5591383989137357
86,Mycl,Wfdc18,3.558644449131817
104,Nr4a1,Adcy1,3.5579303851712103
43,Fos,9530059O14Rik,3.5571183786639775
67,Jun,Pde4d,3.557073032173298
68,Junb,Gm12530,3.5570168936542017
175,Zfp318,Hspa1a,3.556254523311676
156,Ttf1,Map7d2,3.555781471188083
9,Atf3,Hsph1,3.5549646119483884
71,Klf6,Tubb2a,3.552800074513495
157,Tub,Golga4,3.5506074483342824
20,Creb1,Plcb1,3.550217514901678
68,Junb,Chd3,3.549897365295301
16,Cdc5l,Tppp3,3.548823273556792
44,Fosb,Meg3,3.5481355390426286
53,Gsx1,Plcb1,3.5479756811528533
67,Jun,Fam98c,3.5469979529993942
86,Mycl,Gm15706,3.544987843035648
127,Setdb2,Specc1,3.5440340850564347
172,Zfp292,Bricd5,3.544015235746276
62,Ikzf2,Tha1,3.542815240664012
156,Ttf1,Basp1,3.5421333064203724
89,Myt1l,Fmn1,3.54163449382338
72,Klf9,Meg3,3.541283958686069
43,Fos,Tacc3,3.540510694633825
28,Dlx1,Gm38039,3.539400360767145
175,Zfp318,Traf4,3.538635469091264
111,Pou3f2,Eps8,3.5383540491197807
50,Gm14418,Itsn1,3.5378793936607122
71,Klf6,B3galt5,3.5360398700173774
89,Myt1l,Ptpre,3.53516435221033
94,Nkx2-2,Tmem163,3.5344715375668483
62,Ikzf2,Itsn1,3.5343394422950865
175,Zfp318,Cadm1,3.534037683873486
43,Fos,Tsc22d1,3.533007660008488
72,Klf9,Flnc,3.5293964135204825
71,Klf6,Opalin,3.528499069059788
78,Mbd4,Lhfpl3,3.5284222949033963
96,Npas3,Fam81a,3.526953972971297
26,Dbp,Sapcd1,3.524562600066026
145,Tcf7,Npas3,3.523671141573144
127,Setdb2,Tubb2b,3.521665846801012
16,Cdc5l,Slc38a2,3.5204279674473735
104,Nr4a1,Taf7,3.5193652582871664
44,Fosb,Gng12,3.519007017569151
127,Setdb2,mt-Rnr2,3.51822780853622
86,Mycl,Bsg,3.5175726922184594
43,Fos,Clic1,3.516835309731345
68,Junb,9530059O14Rik,3.516834162638453
71,Klf6,Sulf2,3.5167603679115986
43,Fos,Trio,3.516252900376458
162,Zbtb4,Aprt,3.5160358657434982
16,Cdc5l,Synm,3.515649508223773
20,Creb1,Fam3c,3.5154400577417158
16,Cdc5l,Rnf128,3.514118093722959
44,Fosb,Zfp867,3.51395676102964
156,Tub,Dlx1,3.512868340787392
94,Nkx2-2,Plpp3,3.512560197475756
78,Mbd4,Ankrd12,3.5123307661605994
160,Zbtb16,Arpc1b,3.5096375297646807
111,Pou3f2,BC005561,3.5083189572215794
149,Tef,Dlgap1,3.5075574116390458
183,Zfp551,Igsf8,3.5060212018226733
158,Tulp3,Nfasc,3.50503389320283
33,Egr1,Slc38a2,3.5044902904213244
20,Creb1,Sepp1,3.5044799447396113
149,Tef,Parg,3.50432313329537
136,Sox6,Zfp930,3.5034234512456868
33,Egr1,G0s2,3.5032870627804846
172,Zfp292,Celf4,3.503238984018932
